Title,Year,Genre,Director,Actors,imdbRating,imdbID,Runtime,Poster,totalSeasons,Country,rating,status,myComment,remember
"Karma","2025–","Crime, Drama, Thriller","N/A","Park Hae-soo, Shin Min-a, Lee Kwang-soo","7.6","tt29921070","N/A","https://m.media-amazon.com/images/M/MV5BM2MxOWNmOTUtM2U1MS00MmViLTg5NjgtYmM5YmQxOWM0NjRiXkEyXkFqcGc@._V1_SX300.jpg","1","South Korea","7","done","","true"
"The Conjuring: Last Rites","2025","Horror, Mystery, Thriller","Michael Chaves","Vera Farmiga, Patrick Wilson, Elliot Cowan","6.3","tt22898462","135 min","https://m.media-amazon.com/images/M/MV5BM2VmMzRkYzgtMzg2ZC00OTFkLTkwMTYtNTMxNjM2YzI1MjgyXkEyXkFqcGc@._V1_SX300.jpg","undefined","United States, United Kingdom, Canada","6","undefined","","true"
"Frankenstein","2025","Drama, Fantasy, Horror","Guillermo del Toro","Mia Goth, Burn Gorman, Charles Dance","7.7","tt1312221","149 min","https://m.media-amazon.com/images/M/MV5BYzYzNDYxMTQtMTU4OS00MTdlLThhMTQtZjI4NGJmMTZmNmRiXkEyXkFqcGc@._V1_SX300.jpg","undefined","Mexico, United States","7","undefined","","true"
"Unbreakable","2000","Drama, Mystery, Sci-Fi","M. Night Shyamalan","Bruce Willis, Samuel L. Jackson, Robin Wright","7.3","tt0217869","106 min","https://m.media-amazon.com/images/M/MV5BZWNmMGYwMDQtNGIxMS00MzMzLTlhNmItYzllN2M2M2EwMTZmXkEyXkFqcGc@._V1_SX300.jpg","undefined","United States","6","undefined","","true"
"Lazarus","2025–","Mystery, Thriller","N/A","Sam Claflin, Bill Nighy, Alexandra Roach","6.2","tt31186865","N/A","https://m.media-amazon.com/images/M/MV5BODk3NWMyZGUtNWQ3NS00ZDhlLTkzY2MtZmU5YmI5YzA4MmEwXkEyXkFqcGc@._V1_SX300.jpg","1","United States","6","status","","true"
"Hannibal","2013–2015","Crime, Drama, Horror","N/A","Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas","8.5","tt2243973","44 min","https://m.media-amazon.com/images/M/MV5BNjBmYjdiMzItNTEwNi00YTI2LTg4YjctOTRjNDYxNTUxNGQ1XkEyXkFqcGc@._V1_SX300.jpg","3","United States","6.5","status","Based on s1","true"
"Along With the Gods: The Two Worlds","2017","Action, Adventure, Drama","Kim Yong-hwa","Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon","7.2","tt7160070","139 min","https://m.media-amazon.com/images/M/MV5BOTM0NWVlNzctNjdjMC00OTZmLTlkMjMtYWI2MGM5N2RkZjk1XkEyXkFqcGc@._V1_SX300.jpg","undefined","South Korea","7","undefined","","true"
"Along With the Gods: The Last 49 Days","2018","Action, Adventure, Drama","Kim Yong-hwa","Ha Jung-woo, Ju Ji-hoon, Kim Hyang-gi","7.1","tt8116428","142 min","https://m.media-amazon.com/images/M/MV5BZDZjZDJhMTUtNmM5ZC00MzE4LTljZWEtNjFlODYzM2JhMjBiXkEyXkFqcGc@._V1_SX300.jpg","undefined","South Korea, Hong Kong","6.5","undefined","","true"
"Lucky Winners","2024","Comedy","Romain Choay, Maxime Govare","Fabrice Eboué, Audrey Lamy, Anouk Grinberg","N/A","tt28444113","103 min","https://m.media-amazon.com/images/M/MV5BZTY5ZjVlOWYtYzMzMS00N2E0LTgzMTMtZmM0ZjIwZDhhYTAwXkEyXkFqcGc@._V1_SX300.jpg","undefined","France","5.5","undefined","","true"
"A Widow's Game","2025","Crime, Drama, Mystery","Carlos Sedes","Carmen Machi, Ivana Baquero, Tristán Ulloa","6.2","tt33474172","122 min","https://m.media-amazon.com/images/M/MV5BNDAxYTVmMTYtOGYzYi00YjFkLTkyMGEtMzc0MTUzZmY3YzFjXkEyXkFqcGc@._V1_SX300.jpg","undefined","Spain","6","undefined","","true"
"Last Samurai Standing","2025–","Action, Drama, History","N/A","Taichi Saotome, Jun'ichi Okada, Yumia Fujisaki","7.5","tt32237534","N/A","https://m.media-amazon.com/images/M/MV5BODAxNWYyOTgtN2YyMS00MzU1LWFkNzYtYmQyYmJjMGQ2ZGM0XkEyXkFqcGc@._V1_SX300.jpg","1","Japan","8","in-progress","","true"
"Black Phone 2","2025","Horror","Scott Derrickson","Ethan Hawke, Mason Thames, Madeleine McGraw","6.2","tt29644189","114 min","https://m.media-amazon.com/images/M/MV5BMTVjMzNmZGYtOWU5NS00NDYzLThhZTktZGNlODIwYWVhMDRmXkEyXkFqcGc@._V1_SX300.jpg","undefined","United States, Canada","6","undefined","","true"
"The Blackout","2019","Action, Sci-Fi, Thriller","Egor Baranov","Aleksey Chadov, Pyotr Fyodorov, Svetlana Ivanova","6.0","tt8664988","127 min","https://m.media-amazon.com/images/M/MV5BNmVkMWE0Y2EtM2Q2My00MjM5LTkwOTctMWE2NTgyYzA0MjRkXkEyXkFqcGc@._V1_SX300.jpg","undefined","Russia","6","undefined","","true"
"Man vs Baby","2025–","Comedy, Family","N/A","N/A","N/A","tt35047134","N/A","N/A","1","United Kingdom","6","done","","true"
